timestamp_utc,match_id,step,role,function,tx_hash,gas_used,receipt_ms,notes
2026-03-09T11:32:10Z,1,1,MedicalTeam,approveMedicalTeam,3b804a4b134595800c779200b3356c73c40fb42c6d88a0a45c7c06832a828d1a,50135,13977.48,match=1
2026-03-09T11:32:10Z,1,2,Hospital,approveHospital,45b4adb0f40cc8c53aa6203d4943192c0fca8246d29aad9078a9d1a5bbb2b200,32992,11013.12,match=1
2026-03-09T11:32:10Z,1,3,Donor,approveDonor,960f241ce46ba0528bb0c478502e836ff24fc819458970675b59b1f992918cce,35204,36313.04,match=1
2026-03-09T11:32:10Z,1,4,Recipient1,approveRecipient,100d2ef061662e0b0790445d88bbd74972d2817e973f089045293e4702761cae,35174,21281.58,"match=1,recipient=1"
2026-03-09T11:32:10Z,1,5,EthicsCommittee,approveFinalTransplant,ab1e5167bd1002d12100633f5cf8577510271ba57999f54f4f5e08229227abf3,33013,10686.61,match=1
2026-03-09T11:32:10Z,1,6,Regulator,finalizeMatch,588425e76a56a997e847c3909ca9a1a80ab08c85269fe58458995a42a480938f,48954,10292.69,"match=1,approved=True"
